PREDICATE,SUBJECT_TEXT,OBJECT_TEXT,SENTENCE,LABEL
USES,detection,monoclonal antibody,General detection of proteins after electroblotting by trinitrobenzene sulphonic       acid derivatization and immunochemical staining with a monoclonal antibody       against the trinitrophenyl group.,0
TREATS,glucagon,rats,"Blood       beta-hydroxybutyrate levels, glucagon levels, or both produced by a previously       reported protective dose of 1,3-butanediol (47 mmol/kg) were simulated by direct       i.v. infusion of the ketone beta-hydroxybutyrate and glucagon separately and in       combination, and the effect on hypoxic survival time in instrumented Levine rats       (unilateral carotid ligation and hypoxic exposure) was determined.",1
TREATS,antimicrobial drugs,neutropenic,"It       was concluded that the two IgG preparations were more beneficial for normal       rather than neutropenic mice, provided that the animals were treated with       appropriate antimicrobial drugs as well.",0
USES,treatment,thyroxine,"An indirect immunofluorescence technique and an anti-chicken LH serum were used       to localize cells in the adenohypophyses of drakes at different stages of their       breeding cycle, after castration, and after castration combined with thyroxine       treatment.",1
TREATS,prosthesis,patients,A stainless steel wire mesh prosthesis was used as a primary mandibular       replacement in 102 patients after resection of malignant neoplasms arising in the       head and neck.,1
TREATS,surgery,patients,[Effects of preoperative instruction of patients undergoing anal surgery].,0
TREATS,pneumonectomy,patients,"Four patients underwent partial resection, 8 lobectomy, 1       pneumonectomy, 1 muscle prombage and thoracoplasty.",0
TREATS,arginine,patients,Growth hormone responses to arginine infusion in patients with chronic       pancreatitis: relationship to glucose intolerance and insulinopenia.,1
TREATS,Carteolol,patients,"During an open multicenter field study the new beta-blocking agent Carteolol, in       1% and 2% solution, proved to be effective and safe in the treatment of 178       patients suffering from glaucoma.",1
USES,treatment,trypsin,"The results of these experiments suggest that CAH was       not stimulated by plasmodial parasite antigen, but rather by autoantigens, which       appear to be common to heterologous animal species, and which were in some manner       expressed by the presence of the intracellular parasites, or by trypsin       treatment.",1
COEXISTS_WITH,leukemias,neutropenia,"We have reported two cases of neutropenic enterocolitis (one of them being the       first reported case occurring in a patient with multiple myeloma), which is a       necrotizing lesion in the gastrointestinal tract that is seen in patients usually       on aggressive chemotherapeutic regimens and associated with leukemias, lymphomas,       malignant neoplasms, and other disorders in which neutropenia is present.",1
TREATS,gonadotropins,women,[Follicle-stimulating and luteininzing properties of urinary gonadotropins       produced in women by cervical excitation].,0
COEXISTS_WITH,carcinomas,pleomorphic adenoma,5 of 8 squamous cell carcinomas and 9 of 21       carcinomas in a pleomorphic adenoma were also positive for CEA.,1
COEXISTS_WITH,transcription,heat shock,Alterations of transcription during heat shock of Saccharomyces cerevisiae.,1
USES,suture material,chromic,A       case report is presented in which chromic suture material was found to be the       source of common duct stone formation after cholecystectomy.,0
USES,Steroid alkaloids. 154. Cardiotonic activity,Cardiotonic,"[Steroid alkaloids. 154. Cardiotonic activity of mitiphylline, first amino       deoxyglyco-cardenolide isolated from the leaves of Holarrhena mitis, a Ceylonese       Apocynacae].",0
USES,assay,flow       cytometer,A direct assay for measuring sperm-associated immunoglobulin G (IgG) and an       indirect assay for measuring IgG plasma antisperm antibodies were devised       utilizing fluorescein-labeled antihuman IgG and a fluorescein-activated flow       cytometer.,1
TREATS,constrictions,cotton rat,Ag-NORs occur at both secondary constrictions and at       telomeres in the cotton rat.,0
TREATS,ranitidine 150 mg,outpatients,"Omeprazole 60 mg once daily was compared with ranitidine 150 mg twice daily in an       endoscopically-controlled, double-blind randomised trial in 51 outpatients with       erosive or ulcerative reflux oesophagitis (grade 2 or 3).",1
TREATS,resection,rectal cancer,Local tumor recurrence after curative resection for rectal cancer.,1
PROCESS_OF,diabetes,patients,"We found a statistically significant relationship between       metabolic control, as reflected by the hemoglobin A1 level, and the severity of       diabetic retinopathy in patients with diabetes diagnosed before 30 years of age       (P less than or equal to .001).",1
USES,therapeutic effects,favorable,We believe that the favorable therapeutic effects of       leukapheresis are due to the removal of factors capable of inhibiting normal       hematopoiesis.,0
PROCESS_OF,performance,participants,"After adapting Jebssen's Test of Hand Function to Australian conditions, this       study investigated his claim of no significant difference in hand performance       among participants younger than 60 years, and determined whether age might be a       factor when associated with sex.",1
COEXISTS_WITH,Lung disease,progressive septic granulomatosis,[Lung disease in progressive septic granulomatosis in children].,1
PROCESS_OF,intraocular pressure,rabbit,Topical administration of 0.5% vanadate lowers intraocular pressure in monkey and       rabbit eyes.,1
PROCESS_OF,hypothyroid goitre,Gunn rats,But Gunn rats have a slight hypothyroid goitre for       reasons not yet elucidated.,1
TREATS,Mexiletine,arrhythmias,Mexiletine for arrhythmias.,1
USES,treatment,FSH,"In contrast, FSH treatment for 2 days in       vivo or in vitro resulted in an increase in the adrenergic responsiveness of       granulosa cells.",1
PROCESS_OF,depression,patients,"Patients with reactive admission tests had a low rate of       intrauterine asphyxia in labor (0.9%), whereas half of the patients with ominous       traces had intrauterine fetal asphyxia with a low scalp blood pH and neonatal       depression.",1
TREATS,mitoxantrone,breast cancer,A comparative trial of mitoxantrone and doxorubicin in patients with minimally       pretreated breast cancer.,1
PROCESS_OF,diseases,patients,"Although anti-mucosal antibodies were found       widely distributed in patients having oral mucosal diseases, there were       significantly higher rates of positive anti-mucosal antibodies (15/21, 71%) and       circulating intercellular substance (ICS) antibodies (14/21, 67%) in RAU patients       as compared with either the healthy subjects or patients with miscellaneous oral       mucosal diseases.",1
PROCESS_OF,malaria,child,Combination of malaria and visceral leishmaniasis in a child of two years.,1
USES,karyotype analysis,Isolation,Isolation and transfer of single cells from Teflon squash preparations for       karyotype analysis.,0
TREATS,medication,brief period,"We have reported three cases of depression in patients with sickle       cell anemia that were referred over a relatively brief period, and that were       successfully treated with antidepressant medication and family therapy.",0
TREATS,FSH,anovulatory,"Changes in serum FSH, LH and follicular sizes were observed in chronically       anovulatory patients during electroacupuncture treatment (EAT) for induction of       ovulation.",0
PROCESS_OF,SARCOMA,ADULTS,SARCOMA OF THE KIDNEY IN ADULTS.,1
PROCESS_OF,acne vulgaris,patients,These findings       suggest increased synthesis of dihydrotestosterone within the skin of patients       with acne vulgaris.,1
COEXISTS_WITH,septicemia,immunosuppressed patient,"Although V       vulnificus infection is unusual, with a regional incidence of 0.8 per 100,000       population in this study, septicemia in the immunosuppressed patient is a       devastating illness that can be prevented by not eating raw seafood.",1
COEXISTS_WITH,lesions,tuberculosis,The cavitatory       lesions in tuberculosis may not result from autodigestion by inflammatory       proteases since alpha-I-antitrypsin-the major inhibitor of proteases was not       deficient in cavitatory tuberculosis.,1
COEXISTS_WITH,infiltrate,basal cell carcinoma,Characterization of the mononuclear infiltrate in basal cell carcinoma: a       predominantly T cell-mediated immune response with minor participation of Leu-7+       (natural killer) cells and Leu-14+ (B) cells.,1
PROCESS_OF,arterial blood pressure,patients,A significant reduction of systolic and       diastolic arterial blood pressure has been obtained in diabetic patients treated       with PTX alone or with PTX associated to conventional antihypertensive therapy.,1
COEXISTS_WITH,triglycerides,high-density lipoproteins,"In both men and women, the       ratio of total cholesterol to triglycerides in high-density lipoproteins was a       hyperbolic function of serum triglyceride concentration, suggesting that       cholesteryl esters in the core of this lipoprotein are progressively replaced by       triglycerides as the concentration of triglycerides in very low-density       lipoproteins increases.",0
